source_id,label,original_label,frame_number,left_elbow_angle,right_elbow_angle,left_knee_angle,right_knee_angle,left_hip_angle,right_hip_angle,stance_width_normalized,wrist_span_normalized,torso_incline_angle,leg_incline_angle,left_arm_elevation,right_arm_elevation,left_hip_line_deviation,right_hip_line_deviation
plank_test,plank,L,65,94.21878821,114.4556123,156.96232,155.6885871,161.2080535,162.500433,1.287889366,1.514039107,60.71228054,89.07165451,11.29604897,11.51372037,4.204968157,3.793338887
plank_test,plank,L,66,95.01638307,114.3183232,157.185393,155.9989304,160.9933644,162.1514683,1.321332122,1.649517945,60.65141771,89.02103029,11.60392409,11.79829385,4.303266164,3.897070887
plank_test,plank,L,67,95.10725127,112.6178687,157.7028605,156.951369,160.6682763,161.6607887,1.32393329,1.665699491,60.67500981,89.02031553,11.71767107,11.90803206,4.341892773,3.9233684
plank_test,plank,L,68,95.18340522,114.1843844,158.5739336,158.7275748,160.1974203,160.7815672,1.303432054,1.572048692,60.67597136,89.04456533,11.40606892,11.61340712,4.23677577,3.825340216
plank_test,plank,L,69,95.61422403,114.4739836,159.0012141,159.2441163,159.8579164,160.4443854,1.326686829,1.6836867,60.61715192,89.01532272,11.52591609,11.72057931,4.292966299,3.870786018
plank_test,plank,L,70,95.48717795,114.4119785,158.8316496,159.2816178,159.6698661,160.3230756,1.336307755,1.751290966,60.64558745,88.84029104,11.65606125,11.84237242,4.379717809,3.926947844
plank_test,plank,L,71,95.9555251,114.3632926,158.8114458,159.1131688,159.573403,160.3492473,1.359668865,1.846809918,60.60181769,88.81348498,11.85809365,12.00548598,4.461179533,3.989827501
plank_test,plank,L,72,96.23846456,114.3691703,158.561753,158.9909866,159.8295037,160.3655903,1.377843016,1.888814721,60.64964886,88.80427376,12.07194034,12.1870494,4.517997657,4.063596989
plank_test,plank,L,73,96.42243022,114.3333215,158.8064833,159.7087194,159.5619964,159.8957197,1.323993325,1.914340119,60.6311089,88.74101992,12.20157817,12.29840608,4.585766024,4.130596339
plank_test,plank,L,74,97.76746603,114.992063,158.9143658,159.9584572,159.4041203,159.630788,1.304330779,1.896577712,60.52943183,88.73574228,12.16175779,12.24873764,4.577839183,4.130827033
plank_test,plank,L,75,98.95235493,115.1080371,159.1422157,160.0738985,159.1000235,159.3422926,1.311302918,1.841436082,60.40158108,88.70718495,12.03211986,12.1153107,4.536612614,4.098975683
plank_test,plank,L,76,99.14338156,113.1982457,159.193212,160.1423395,159.0988673,159.1365295,1.259955433,1.828692684,60.32882773,88.70671128,11.56727917,11.6005658,4.357615806,3.964324067
plank_test,plank,L,77,99.73397303,112.8133361,159.1768888,160.207937,159.0784888,159.1403658,1.202259164,1.761418814,60.26028513,88.75212592,11.28257653,11.33559881,4.254795078,3.865661075
plank_test,plank,L,78,99.79639052,113.4039945,159.1953376,160.2614269,159.1449194,159.244383,1.179255803,1.704058285,60.30554482,88.80136273,11.11649831,11.17915771,4.187816187,3.794847764
plank_test,plank,L,79,99.60020025,112.090824,159.1862531,160.4495778,159.2770392,159.4310565,1.153225729,1.717028755,60.40087111,88.91470818,11.11009694,11.06542387,4.170941765,3.756226012
plank_test,plank,L,80,97.84143242,110.5360883,159.1993564,160.534775,159.3367884,159.3795785,1.080001005,1.675890841,60.38712281,88.96198648,10.54010217,10.50261523,3.957307455,3.572301071
plank_test,plank,H,81,141.6223668,156.9846944,178.9151568,178.5709354,75.67831455,81.74913052,0.138916409,0.776825081,36.13843815,42.91786064,3.977784286,2.88095904,6.56570834,5.481768571
plank_test,plank,H,82,139.8183011,153.8528932,178.0094869,169.3292533,74.04513145,76.41338296,0.502892674,0.972192557,34.14824095,43.8511325,6.070434642,4.900654817,11.22453214,9.401533449
plank_test,plank,H,83,140.1253348,153.9133212,177.9113508,170.5216778,73.85625499,76.63187141,0.508874644,0.941692409,33.98559583,43.79033887,6.112563564,4.949744758,11.30783261,9.494765673
plank_test,plank,H,84,139.6225855,153.5564547,177.1785611,170.1787898,73.32422305,76.13945978,0.46704528,0.959106909,33.90147305,43.62932525,6.399835677,5.28070866,11.97218357,10.11484259
plank_test,plank,H,85,138.4599006,152.8635105,177.0195926,170.3287677,73.18958324,76.43391705,0.492502689,1.051366484,34.01437421,43.58217649,6.753430246,5.717494913,12.87781851,10.83988159
plank_test,plank,H,86,136.4411796,151.6501439,177.0667535,171.2361676,73.25486682,77.23085967,0.757775465,1.25049779,34.24955562,43.53963318,7.876688021,6.936703355,15.48363325,13.01976848
plank_test,plank,H,87,136.3353098,151.2487892,177.5454149,171.8838481,73.65737409,77.64853638,0.915170913,1.287031266,34.36534765,43.56291814,8.09498491,7.194170156,15.96204976,13.44794559
plank_test,plank,H,88,135.8775032,147.9938155,176.9447894,171.999796,73.83173455,78.22121521,0.934653204,1.199095184,34.55892553,43.85703051,7.948301244,7.078881314,15.68223995,13.14563055
plank_test,plank,H,89,134.9924273,146.5708626,176.3745887,173.9667178,73.71461488,78.60782831,0.536192071,1.168012716,34.55631901,43.72174028,7.579463743,6.703224348,15.12995393,12.80001908
plank_test,plank,H,90,133.3866999,144.9972843,176.4647685,174.7264778,73.64463968,78.72999132,0.496133881,1.227505504,34.42194519,43.67355945,7.587289371,6.767982485,15.55207977,13.20111067
plank_test,plank,H,91,131.7759416,145.4578923,176.0082312,174.5338388,73.34072035,78.75354255,0.535730917,1.457278092,34.44528794,43.65485537,8.188653034,7.426552286,17.30330397,14.67632791
plank_test,plank,H,92,131.6006227,145.9771774,176.1681794,174.7963843,73.37886392,78.72572148,0.499667863,1.420098053,34.48971467,43.52846171,7.927987623,7.131597209,16.71386492,14.20998291
plank_test,plank,H,93,131.8755232,146.3513849,176.1551472,175.1558633,73.41405731,79.1464161,0.420705178,1.303592649,34.56460638,43.59804646,7.320191473,6.467400301,15.37507071,13.00459904
plank_test,plank,H,94,131.8985256,146.5844528,175.9388566,174.7657322,73.12008546,78.89474343,0.388382056,1.2757429,34.50746836,43.53011707,7.193735437,6.34085799,15.16584304,12.80007576
plank_test,plank,H,95,132.08279,146.1060316,175.8915194,173.9961227,73.11127495,78.86400981,0.375903565,1.230636513,34.4848682,43.71912098,6.823147021,5.97589006,14.50814413,12.15597732
plank_test,plank,H,96,132.3220935,144.3718634,175.0447612,170.0787447,72.54006209,77.20032967,0.349935071,1.179553391,34.46049079,43.76822528,6.623016873,5.749599677,14.1140618,11.74267538
plank_test,plank,H,97,133.1146487,144.2762055,175.2159789,170.0979917,72.72470176,77.54494402,0.336142823,1.050851293,34.45222981,43.9931494,6.335900063,5.431309003,13.30728109,11.01780386
plank_test,plank,H,98,136.0639179,146.2238443,174.7080273,167.7233617,72.54463451,77.26094979,0.49855191,1.093736012,34.35858362,44.45195513,6.392313119,5.425926292,13.25922945,10.8787694
plank_test,plank,H,99,136.693218,148.0166884,174.4661096,167.4127295,72.44848658,76.90580925,0.568994563,1.072186862,34.25710005,44.46734042,6.173557516,5.199384235,12.66975552,10.42509947
plank_test,plank,H,100,137.2740294,148.6114247,174.3116722,168.1522026,72.54526393,76.66555649,0.45160986,0.952779095,34.22045862,44.33238279,5.967887842,5.007755841,12.10347543,10.05260085
plank_test,plank,H,101,136.9361043,147.6081271,174.2064887,168.8426377,72.53380393,76.88114843,0.481309699,1.033389586,34.17792398,44.35093011,6.4422546,5.472785336,13.16377285,11.0115494
plank_test,plank,H,102,136.3438712,146.2991442,174.1779327,169.2072652,72.52856153,76.6427051,0.539035599,1.064129837,34.00860975,44.34093498,6.78816546,5.831413811,14.02413439,11.83379664
plank_test,plank,H,103,135.3114926,145.3561232,174.6705102,169.3192521,72.69784872,76.5791376,0.551664663,1.089345987,33.88246893,44.39944614,6.632243875,5.694657793,13.83302515,11.7053545
plank_test,plank,H,104,134.7648359,144.9783222,175.2758998,170.3122578,72.7658563,76.49908494,0.421633267,1.110755228,33.76978005,44.16664086,6.736076547,5.80039028,14.19769816,12.09503725
plank_test,plank,H,105,134.6615953,144.9650424,175.2134888,170.2902139,72.77717263,76.39711606,0.347451304,1.063153528,33.65720493,44.25667004,6.557251074,5.618231072,13.83324349,11.81265845
plank_test,plank,H,106,134.4928792,145.0999568,175.7531522,170.4195363,73.11732309,76.49903082,0.325052317,1.04091918,33.61534021,44.35918138,6.426422868,5.504016816,13.59754451,11.61840597
plank_test,plank,H,107,134.0756939,145.0452055,176.4241557,171.0639869,73.28516162,76.60863374,0.37731842,1.079680227,33.59425385,44.20750201,6.590738385,5.670665197,14.02278086,12.00445249
plank_test,plank,H,108,132.8413132,146.2567951,175.8360972,171.883305,72.49870332,76.06118838,0.604559079,1.379351778,33.48587822,43.61077018,8.11484313,7.195254422,17.48698083,15.12178186
plank_test,plank,H,109,132.4332091,147.8342119,175.5839373,172.8776106,72.14726701,75.98092437,0.540657459,1.418909965,33.56728915,43.14978612,8.005672909,7.088908839,17.12763832,14.85874111
plank_test,plank,H,110,132.6131066,147.7402811,175.6236921,174.2559536,72.30120741,76.10592548,0.357892693,1.41627317,33.70479324,42.84523681,7.655999618,6.766809294,16.28952869,14.27791161
plank_test,plank,H,111,133.0482389,147.9642038,175.7940753,174.6185013,72.47573324,76.36867685,0.338151329,1.46653312,33.8117357,42.8235543,7.563710779,6.668727395,16.06399925,14.09121672
plank_test,plank,H,112,132.7491308,147.3232081,175.9997434,174.6522452,72.73555962,77.13272297,0.44117514,1.424658768,33.8937178,43.16249033,7.523624328,6.647801424,15.97176353,13.90058085
plank_test,plank,H,113,132.4845834,148.0737313,176.0751091,174.9865908,72.90329286,77.55686653,0.451683721,1.499423594,33.95310291,43.29167402,7.532572407,6.681789772,15.9857872,13.8797485
plank_test,plank,C,114,107.7760858,106.1889015,172.0490888,169.7567216,147.5725471,136.191527,0.972306712,1.822634577,79.95929532,66.09991053,7.677159625,8.375504676,2.524380474,3.731849954
plank_test,plank,C,115,107.1364461,108.8342547,169.7730343,170.6044219,152.3840908,145.2801191,0.697564487,1.727233816,84.52640083,68.81517743,5.931911161,6.395289696,1.558479103,2.223673029
plank_test,plank,C,116,105.7605961,109.7725556,171.4851222,172.1568471,153.3188073,143.8936794,0.615592668,1.902131203,83.83517179,68.49085521,6.418276581,7.050756408,1.714015112,2.633884657
plank_test,plank,C,117,105.5307803,109.899769,172.1686613,171.9265713,153.6753157,141.4364879,0.535003399,2.100365572,83.07554144,68.05153301,6.998526482,7.80774784,1.896934706,3.135230039
plank_test,plank,C,118,107.6146258,110.201758,172.3037315,171.3032068,153.6858683,139.5170169,0.445853649,1.982459592,82.35380692,67.91036779,6.613645303,7.213237059,1.799650779,3.109352667
plank_test,plank,C,119,109.3424146,112.261832,172.8930269,171.1243132,154.0778461,139.654313,0.434344712,2.154747561,82.40974385,68.04682639,6.947348675,7.745962141,1.922259102,3.311522344
plank_test,plank,C,120,109.1209981,113.6394497,173.7946643,172.4905473,156.6833531,143.3764631,0.610767739,2.587400629,83.93753924,69.18490755,8.126781517,9.391828681,2.096487636,3.641079456
plank_test,plank,C,121,110.1305734,112.0539984,172.7422982,172.9302269,156.6562941,146.9023808,0.70173337,2.33497809,85.09743396,69.99861972,7.972150481,8.954865847,1.957484777,3.124253653
