label,neck_tilt_angle,torso_hip_angle,hip_knee_angle,hip_shoulder_vertical_ratio,plumb_line_alignment
C,107.04090079389438,163.95271747424434,166.01575293783506,0.11703184809044691,0.2710734365502014
C,108.35772791149635,163.618943588249,166.13497483517548,0.11675912418938525,0.2756947824195634
C,107.82012116095069,163.3678090362462,166.17933283634898,0.11580779257905284,0.27846097772879413
C,85.11883275557629,142.79104580165105,164.78958456597604,0.15730056105310214,0.7350966919115542
C,85.82682500900087,143.3316542533481,164.1490647122611,0.1591061444615938,0.7427275165946404
C,85.9541036759296,140.69028825636835,164.88076936840153,0.16040086077329035,0.7693876422095528
C,85.78521601720597,140.26844311475494,165.1511482931176,0.16040215653303205,0.7700260253878173
C,85.97710101921729,155.4181898056765,163.4320294860527,0.1978701234815978,0.569337533928609
C,85.98809735632955,155.37469792998456,163.51552627471625,0.19794306663571576,0.5685597317623655
C,85.9841589475097,155.36440167901705,163.5445240952408,0.19802898977980987,0.5684160494584014
C,85.98061685196569,155.3575649081968,163.5729473818821,0.19809853398108238,0.568246444675871
C,88.24556044428732,152.31122443854886,165.20651674183253,0.02393243040303644,0.5906463723247987
C,88.26273317151681,152.3032287383412,165.2105371777375,0.023847737843664243,0.590691757380627
C,88.28330536941887,152.30469425556734,165.21001334955233,0.023806706326490817,0.59065066675174
C,88.2950869439234,152.3055913804518,165.2056976033234,0.023776607272323124,0.5906836048996387
C,88.31438495381516,152.30767314519585,165.19927547158858,0.02374027563999572,0.5907529566281648
C,92.53408806256002,141.43583320903926,161.85471876995823,0.1939337828826808,0.8880012285837565
C,92.51834762260162,141.4563921533668,161.93918236946212,0.19348218013086504,0.8865380840615023
C,92.52019945735378,141.48212063790808,161.99358622250944,0.19299549997005058,0.8852535448750528
C,92.50938864460817,141.49677929571365,162.0286857636227,0.19258164439138575,0.8844371407081283
C,92.51137783012287,141.50049459484035,161.9954238782793,0.19233081251781378,0.8851874950896076
C,89.59547398779314,146.77470803307256,164.7466095472588,0.12166861030058838,0.49593550334440656
C,89.58838993717153,146.77485623216464,164.7403470012567,0.12163973100919519,0.495968441323349
C,89.58681744686598,146.78084755279195,164.73732266658988,0.12162912630912479,0.49590194992258047
C,89.58467954695142,146.78620011932395,164.73690721490692,0.12161471981187619,0.495786645280019
C,89.58297831935798,146.78862514998144,164.73584700304465,0.12160038076838943,0.49576829093323277
C,72.84651590225779,163.30272335048375,172.46477610120846,0.0682621545006318,0.15519309771108603
C,72.85085158422775,163.28495931596282,172.4370147419429,0.06825065891557174,0.15525834737118033
C,72.86113794336913,163.28236336458792,172.42926228572392,0.06818968929485217,0.1553490734648136
C,72.8784263614076,163.27979184141236,172.3800602244735,0.06817159705341662,0.1549917079545572
C,112.40198829297609,163.2814846116292,155.71820724587454,0.10557617973983613,0.3084206114968949
C,112.41075459549603,163.10573019812426,155.72777632285,0.10474829357416986,0.3079148227570141
C,87.78321674621925,154.5786933537253,157.15505049201158,0.015697757049376877,0.7395836698785724
C,87.77724274395311,154.58775921464857,157.15808973841823,0.015602933469507156,0.7392075454729004
C,87.79752920641221,154.5874068265089,157.11733460638158,0.015527429605268579,0.7398236855018667
C,79.4764394226886,160.767512863225,174.602776483915,0.02587858140089463,0.2715679829216359
C,80.01814916161284,160.68062345006877,174.5375912208626,0.025519006334881494,0.27232213986369513
C,80.45769291999528,160.3744091049329,174.57224607497548,0.02519931266470978,0.27819453791140597
C,81.15599157838037,160.52676729377262,174.40620492972698,0.024577360933099424,0.27456209742669435
C,94.98389564395666,160.1600752397302,141.74362691264525,0.2431467727960164,0.3121177472462521
C,94.66492646243996,160.217482344632,142.03016229109448,0.24364827703021835,0.30823638750198024
C,94.06818857744611,159.97442047081813,142.26991286668493,0.24557029092276153,0.3103326418574521
C,93.93206004761998,159.84086986271583,142.8133490025962,0.24962957490940596,0.32009396944957996
C,121.90223105156836,129.68101750390147,171.04971727958286,0.05308259168623604,0.957580331695554
C,121.97981353382997,129.62826521772575,171.1513337464832,0.05424611815809106,0.9580756838909523
C,122.16460598708622,129.80566353065063,171.21081620540994,0.055153879475041766,0.9537998487958456
C,122.25745973995471,129.9315828727619,171.2831533014952,0.055759356865766024,0.9494747106573527
C,122.34880312894151,130.09498846559455,171.39245199145367,0.05631098153692526,0.9447390972908586
C,122.48156325645932,130.2656218604206,171.4332291205431,0.05647492365726063,0.9414100003103446
C,82.75726954186922,149.035663815419,172.71399233867754,0.047923951245086485,0.4263899831831314
C,82.6739644664645,148.98189385943093,172.66579034619707,0.04785521732006047,0.42693484472922455
C,82.61062923040986,148.93565945690705,172.58830912283568,0.047825038056170395,0.42685408104178535
C,82.60780041823446,148.93793648149392,172.49813165665358,0.047834925679603534,0.4259815586237795
C,82.59675566149856,148.96086352124954,172.36555343859115,0.047821766545084146,0.4244295969144472
C,82.57547351615457,148.9772260147396,172.23654682769325,0.047808286390215296,0.423073817500136
C,102.00852545818343,140.3142398277275,167.7978445425298,0.21468980461467474,0.808831151362539
C,101.93771207141816,139.90648735073796,167.5768496097801,0.21516010373968764,0.8214460135700363
C,101.90269199844693,139.71881446363363,167.60763002864147,0.21538184671578728,0.8235814278146347
C,101.82073407885187,139.55773864142455,167.64669865498706,0.21545338360064145,0.824711539862681
C,101.73034902202566,139.40652314252836,167.6428001537617,0.2159668743986582,0.8269774145540439
C,101.69087884274485,139.2407311243896,167.67543248508022,0.216115579258767,0.829525142695811
C,96.46366758366396,143.10029587657178,150.46680949245777,0.1316317727733939,0.8300461815802167
C,96.50293320598931,142.99661883138825,150.42301716985293,0.13164240895382848,0.8338344670500469
C,96.50800005359518,142.88439965646398,150.4375827426794,0.1316703891663112,0.8370506503149028
C,96.51511990839617,142.8212105890898,150.49075979801486,0.13166842197633333,0.8382467959882158
C,96.52614535132581,142.79379109358013,150.5419497238851,0.13168556173651974,0.8383316719265304
C,96.53435532431286,142.78579707940818,150.56552112444186,0.13170546150114745,0.8382208669965259
C,96.54582742354617,142.77634849491199,150.5792225794698,0.13172668377236815,0.8383122312360316
C,96.55319252341516,142.7761563091273,150.59750065525057,0.13174938206761108,0.8380441280503536
C,96.55891428184088,142.77924637383813,150.6252202818855,0.13177010187382293,0.8375368345040265
C,90.76954049752973,155.39146724377196,162.70425056980912,0.1222514503165099,0.571053894426016
C,91.59279497331973,156.03964874731162,162.7205438010684,0.12422683356009664,0.5602170774367319
C,92.24162602027481,156.21884699468544,162.70525895592473,0.12514086588222498,0.5560392305048947
C,92.4930010220051,156.28256732410904,162.58634274022097,0.1256958541187134,0.5556545275357946
C,92.47773331980065,156.16966237074993,162.48048134052223,0.12598786453590793,0.5579225669439725
C,92.49589861794655,156.03921412087226,162.449274304925,0.1262038976396481,0.558888210328195
C,92.69799913407631,156.75480392236,163.07672645613584,0.12648049007152445,0.5340984504058565
C,81.40169749780448,153.92323291811863,173.88715799477936,0.042683263662471146,0.3608692530329005
C,81.43712507270853,153.90774989732293,173.9028961515205,0.04275718487403612,0.3604562691313949
C,81.50274274290952,153.84393834590463,173.9719904577529,0.042876600337692417,0.3628903213375563
C,81.54745014049897,153.80550670982686,173.9860510329451,0.04288731598246651,0.3632483456602161
C,81.60272142432737,153.80472161214942,174.00684611358906,0.04295476149812549,0.3627604924999417
C,81.64091039272724,153.77805457109295,174.0632620568037,0.04301023623053099,0.36391281957123794
C,91.27156693420382,160.21002420508634,169.68452486126907,0.15348244196311583,0.20231907128233464
C,91.21746076690616,160.1223336799426,169.68432861055487,0.1533331029066857,0.20348395450335438
C,91.17989515259333,160.0754028431787,169.68245234426632,0.15323034225498885,0.2040856430197067
C,91.03601103569225,159.95474733360308,169.6855013546577,0.15301827681116326,0.2056935451763879
C,90.9563994476182,159.86446308714523,169.68032765303025,0.15284279823189154,0.20679661203539576
C,90.95676220183947,159.85632568410233,169.68198670239457,0.15279794267486072,0.20691450586140547
C,90.95730529873777,159.85344848127124,169.68530081171727,0.15271244733983708,0.2069614376184204
C,90.93368500784491,159.83419035687416,169.687980429296,0.15259863305787888,0.2071978095547229
C,84.3002800420715,154.1785862180576,168.21363087822442,0.025330006976461185,0.23414190095816126
C,84.26955782140097,154.11992787084264,168.21572483492798,0.024811066032562952,0.23503152155736284
C,84.18756146141659,154.05521556348216,168.19142832700055,0.024522325054530492,0.23564675408473776
C,84.02885102867026,153.95709882894457,168.17719673358988,0.02416425413876393,0.23691195560947967
C,83.86398310330226,153.87783843467292,168.1854379587123,0.023806762717589677,0.23823739349379702
C,83.65504420497837,153.77868497218893,168.1928592518894,0.023468809950205016,0.23984226429162825
C,83.46147788198725,153.69752636074702,168.18559142729305,0.02309248260908552,0.24099481469352144
C,83.43177861261132,153.69643938898906,168.21042820399916,0.02286117842978701,0.24143444522851165
C,94.86130294953506,175.04115004757813,163.23214649565335,0.06859223103697026,0.1736342740293498
C,90.88094091326352,167.9906828165489,170.93120255045835,0.14924690097295454,0.1054814250024835
C,91.20631408755258,167.57976884735936,170.54955778386304,0.15050184931971455,0.10996038036226212
C,91.03419432226973,167.26782740382984,170.3838343479059,0.15058725952056107,0.11206248377111613
C,90.93111910866106,166.99638766724388,170.2274600022955,0.14915401062002576,0.11255492959111094
C,90.952346408856,166.96097827223474,170.52464203147133,0.14730442488417345,0.11312291631668742
C,90.92075051048722,166.83201968242025,170.53227402461457,0.14660849002346332,0.11443088014781982
C,91.07754153887464,166.82325707151725,170.5468280699055,0.1462077322834193,0.11445890382341523
C,91.38880980514305,167.09445391315288,170.6610017237142,0.14539076784236027,0.1117600487418302
C,90.24790899082275,167.0445782518139,169.75041126297748,0.11382101795873573,0.16972944916358654
C,90.89622394874867,167.63876229091065,169.09582527564447,0.10893220041618636,0.15610710346072235
C,90.40293692404478,166.07491566674867,167.15797327576828,0.10050479306272786,0.17248124460608175
C,90.69095451658008,165.6735020967764,166.19353287235452,0.09853248483802562,0.18562935842688524
C,90.62257677210187,165.73383138963257,165.87576771345311,0.09609780548690758,0.17560013511628628
C,90.72628106986328,165.46728122903107,165.5217542183824,0.09301979476534854,0.18004308840289046
C,90.79328269165217,165.60044078855447,165.23518263849417,0.09268582813433789,0.17540859528030195
C,90.65952145900222,165.01407354202328,164.94352807195065,0.093055081485488,0.19803005927472453
C,74.19589040816187,158.44668912237594,176.97826262544822,0.4572941355672293,0.2949355137955615
C,74.17620196348095,158.6159182796407,177.17299061346526,0.45604348305660847,0.2951509833493105
C,73.6726424976606,158.42141615678722,177.5200897696977,0.45377344827936533,0.30348090956009394
C,73.53710535232702,158.24037371207822,177.7540158459526,0.4538063738132911,0.30994656547618926
C,73.37642371570016,158.35804645016307,177.85452975615374,0.4538602419171586,0.3092611824101055
C,73.67326406511596,159.0934057571079,178.07679568398584,0.45710701787897623,0.30078083369692954
C,74.46941816564318,159.88747691512086,177.8989353386414,0.4582826322079308,0.28778487978122036
C,74.7240289215208,159.97814445838188,177.75994024943347,0.4581265315366909,0.28503417030967754
C,82.86133719094863,149.16822199728674,172.8160939649777,0.04755949363568466,0.4212615773574842
C,82.89474249044238,149.2049825705103,172.87371599018059,0.04771775011302905,0.4218907808986583
C,82.90217710431402,149.21470516677948,172.92438524539347,0.04782164292462756,0.42284059657821743
C,82.89823271252156,149.175165545743,172.94045678468518,0.047853312539254095,0.4238153174869006
C,83.81250238103453,151.11879104713515,161.2211923629742,0.057688909406900954,0.6996945086389863
C,83.9144057696341,151.24124722024587,161.15997260622478,0.0578119195084347,0.6989910199459565
C,84.22508662750704,151.59945512564576,161.00930432214452,0.05805249062530073,0.6967725300223555
C,93.57776123461763,142.36772479596445,133.1457384040127,0.29561603143537146,0.8267665036103966
C,93.5841120074878,142.2005953405934,171.70464714770387,0.13281121324014422,0.483082566386379
C,93.58988913642565,142.24918267761424,171.72977655858463,0.13092673515551387,0.48097483539747665
C,93.60764998466125,142.26272032404782,171.64673798824532,0.13040287656484817,0.47950297443693846
C,93.6203315113968,142.29145362767864,171.59845485413118,0.12988943350524498,0.47845560805923604
C,93.64024226744513,142.31198633003132,171.57786558601592,0.12955933719908216,0.4779341256210725
C,93.65946458316654,142.34000500510544,171.56064808594516,0.12920367540926808,0.4774377598545451
C,93.66669419033083,142.35892240293435,171.56923608291996,0.12893165719571525,0.477372334745587
C,93.67090176722675,142.3758154994113,171.54770812629005,0.12865945813638424,0.4770110240747886
C,93.68338193254577,142.38956917279648,171.4976654925617,0.12848273221357018,0.4764164428707165
C,93.75640878288523,142.44692517890485,171.41195705141988,0.1283429135518862,0.47515266963015407
C,93.79965266296196,142.49602102517895,171.3461822107586,0.1280972006085917,0.4740177203741619
C,93.84008790898709,142.52999770511315,171.33891061865802,0.127876098374634,0.4734969188110316
C,93.91515095372476,142.58054973199478,171.29852199822804,0.12761004199484413,0.4724975241184312
C,93.94266522192271,142.59958990556294,171.22612204851023,0.127287101138028,0.4714014340161472
C,88.77300604219899,168.120506425887,178.7642190599612,0.014884899785517713,0.19246807789707607
C,88.44611955554936,168.17477369721436,178.59999743645955,0.014349328510154342,0.19286007149470658
C,87.73383303009642,168.3368244666427,178.2201629213614,0.014348615072372258,0.19356359248573873
C,87.47737334689123,168.34760660303544,178.18254220685247,0.014404328400147461,0.19383205006879947
C,93.83950039916081,168.29772814800654,165.42633903417342,0.10618608762125466,0.2915937832152738
C,92.95027105820127,167.65277988709852,164.35907813977488,0.11003903669045496,0.34906163524201683
C,93.30398457560507,168.10803673751147,164.87278133860775,0.1101473178130506,0.33239424140096857
C,93.37852771891274,167.96379503323297,164.23722174428576,0.11075069168516337,0.34380600507201103
C,93.3971956205955,167.95447471678452,163.77275141795505,0.1114411561778879,0.3490945599457466
C,93.40983042456018,167.73286815428503,163.0377841798267,0.11220972833614413,0.36358075622129105
C,93.38480376378186,167.74070203147156,163.32824960066625,0.11340439917287055,0.3581296083904207
C,93.37960451569701,167.83485840665216,164.30959959804323,0.11488002810579886,0.3381717981692683
C,93.38466472606844,167.8434353386478,164.50361754984792,0.1151617600878491,0.33368745524630405
C,93.30213564998463,167.8470180849364,165.039864572162,0.1158333896967233,0.3229565435615631
C,93.26152972988312,167.9192804389975,165.51672623875086,0.11669682877968057,0.31207426814010764
C,93.21463582888136,168.10310131110458,165.70533531629684,0.1178966134974069,0.30360460113816556
C,93.25436988446596,168.21819530965033,165.05311874277845,0.1193628955036353,0.30500884446843196
C,93.49599381054675,167.5088741536412,162.04679114880335,0.11998277358044904,0.3607374833881423
C,93.60186189420035,167.36515618130323,162.0359087039359,0.1202288721806826,0.3631140509007989
C,93.8756941110165,165.85407775997865,161.65436350356504,0.12104196307477812,0.40734122599669964
C,93.93557378964468,164.9056231415211,162.0545383238028,0.12159468353609487,0.4225512443852075
C,94.03725030451788,164.57262100673393,162.01193481335005,0.12180054529420349,0.4283316001172815
C,94.06294572109168,164.2249293423703,162.2592673574406,0.12184483524774183,0.43012774499656004
C,94.22337834958853,165.3825153915041,163.86640494704443,0.12174819156932881,0.37759016786043537
C,94.3975151543301,166.45142007059584,164.18305584774046,0.12198197279942802,0.3453693546087018
C,94.32165946141492,166.66890202192656,163.97043322260458,0.12226114383015818,0.34206869118929456
C,94.14596704752557,166.26695222371382,162.70615454626673,0.12245665591203614,0.36792361105585547
C,94.04961448673157,165.86613668795465,162.0931063913943,0.12220568968335221,0.3848542431381505
C,93.66698597732942,165.39170304245715,162.22330752831715,0.12193895204866793,0.3919507503561904
C,93.40411428794033,165.13326763579917,162.31352770938307,0.12140661764477505,0.394043777634347
C,93.45647099403989,165.09372846099782,162.13795334446266,0.12070860188721487,0.39486772772162737
C,93.54664747803895,165.59998348479726,162.1195786008475,0.11992530543372298,0.3840387061848733
C,93.55681936855154,165.74450597561514,161.9950598150399,0.11945409541880236,0.38242019293642876
C,93.51716354507442,166.13042369193255,162.11541516174677,0.11889450315155684,0.37252684114543366
C,93.49101625345452,166.2927883435387,162.3567278134178,0.11875803795625688,0.3674991983495743
C,93.44453692082192,166.25777826369097,162.48248451721844,0.11913986412538811,0.3680426541678009
C,93.42559713267715,166.16047900322675,162.60233778799227,0.1195138629139773,0.36944879582937334
C,93.39057723519164,166.06818966673737,162.6976739792667,0.11923411098037671,0.36964100743953343
C,93.33267543459746,166.05656469833235,163.04788840162195,0.11912856478483064,0.3641757693285067
C,93.22646856211011,166.55054899699823,163.7099397181274,0.11970001230209223,0.341446878872649
C,93.18320185727707,166.5899060404164,163.64860388163646,0.11954430016293081,0.3405313415323592
C,93.07084373385332,166.6936094628482,163.45978099473695,0.11954207166159098,0.3395333258281744
C,92.78381612874328,166.83471373593008,163.47926758687527,0.1195251495353458,0.3338994799577807
C,92.70492737990635,166.84356240655094,163.29033739290998,0.11960688947532191,0.33552917264734106
C,92.71457609402253,166.6475779957687,162.4925091011403,0.11967618923315715,0.35154930708915766
C,92.73909214010315,166.4536739860166,162.10544124959944,0.11934326667360094,0.3595014361004781
C,92.75814993592284,166.1963910972599,162.00562157497097,0.11843596474091203,0.36544364618336744
C,92.76321194525673,166.12302033338824,161.89427438705587,0.11793659420185829,0.36867604761982503
C,92.74400979869922,166.10073937382234,161.97122790276234,0.11749618571011011,0.368284256546443
C,92.71796386111406,166.03479810844416,162.09725408471996,0.11636158702340264,0.3680576826712836
C,92.7392080517229,165.58474079681363,161.9087721491328,0.11538821072797262,0.3828008072871324
C,92.75474427669823,165.37733792941458,162.1007409962798,0.1146433082836641,0.3848364392401707
C,92.74402750019587,165.30067422831877,162.28210908260456,0.11467943482549815,0.38466812871944095
C,92.69856247893692,165.30433803651903,162.33870571652704,0.11460506097634829,0.38410338819980205
C,92.61529716620637,165.41841112853146,162.98318693309403,0.11470468678528534,0.37178148185191423
C,92.60163563987805,165.42049433029234,163.02932878686656,0.11470340173036217,0.3710596674304615
C,92.5632879439987,165.4237368514321,163.01062081413062,0.11466385575206563,0.3713834486575005
C,92.54120278927148,165.396254641542,163.04560026572688,0.1147180328223663,0.37145027531236907
C,92.47325141606905,165.45060780445357,163.4041258573458,0.11481466738378905,0.3650718211806716
C,92.45664195951203,165.4215204495812,163.38389934015984,0.11486519064180346,0.36599116476057375
C,92.40252608257782,165.4176140578944,163.5078947264607,0.11486281910601379,0.36454655000201525
C,92.35674066884036,165.17449765209145,163.12955406636186,0.11488677189428985,0.3760439480118677
C,92.34585630193138,165.11964345120631,163.12190081240684,0.11490200535435571,0.377516742737592
C,92.28862384744342,165.0946068695779,163.34411847045354,0.11456495744041881,0.3744391044826649
C,92.30550337410249,165.08865280200675,163.52143120629646,0.11401635808550893,0.37066337081934797
C,92.23132681952048,165.02888501836014,163.79023064084578,0.1133129545719,0.3669059574418452
C,92.211818537163,164.9633457025331,163.79981914663745,0.11266220839353434,0.3675232080451784
C,92.21689564275921,164.86882928296183,163.77489737706946,0.11217011630383134,0.36926611006618804
C,92.21425075752573,164.83510941537705,163.76896451859088,0.11200310437670731,0.37005165235273013
C,92.1886389774432,164.78558842806228,163.7398018871222,0.11183170035153103,0.3715665665706754
C,92.18299067297549,164.7823225270206,163.75750237148407,0.11172557337294417,0.3715652949684297
C,92.17948391848024,164.77128631513878,163.80599603626183,0.11161308222909425,0.37122268205893844
C,91.97931476179856,164.89497176786426,164.6914138351465,0.11143092464365519,0.3546400991442329
C,91.70637889698565,164.92662932402976,164.88111235769784,0.11112232258247692,0.35079793768163076
C,91.61189467421401,165.035116903689,164.8645390973537,0.11088798584294407,0.3478343815928397
C,91.56204090811464,165.0819631608024,164.84855696076664,0.1105996267875077,0.3458425807548751
C,91.5671562024419,165.12773444668744,164.8462056039224,0.11047778779490726,0.3442880177697631
C,91.68671381181524,165.5314954127994,164.58444823544738,0.11059088781111936,0.3357223689570286
C,91.81058610836322,165.57450609400033,164.33386797012443,0.11047213973176301,0.3363982980377129
C,91.85441766628891,165.53159250480383,164.17420792190595,0.11030107946098427,0.3381575677230499
C,91.93276216303173,165.431738206272,163.53808155299987,0.11016214294637089,0.34854231048544426
C,92.00899433461701,165.32740828908376,163.21232869409576,0.1101105029628664,0.35549794056979056
C,92.05502516909208,165.33399517062438,163.2579644827447,0.11008234785410978,0.35452863567115145
C,92.12616609682155,165.32841077761148,163.2607314862368,0.11004829044040815,0.35436765347196697
C,92.2272401622203,165.37987032576737,163.27227274312094,0.10971230772862094,0.3515293680837692
C,92.35697107041544,165.3245453030187,163.17465750448383,0.10928467730246677,0.3527760541594059
C,92.50261161411055,165.4382117275074,163.50167745267365,0.10896074962432972,0.3452851799022223
C,92.54576863208912,165.5908383036221,163.94276070807885,0.10845183871134328,0.3346335280522934
C,92.51582441457161,165.61380887606666,164.06212458104474,0.10785590992310069,0.3325429649012887
C,92.50153898711862,165.6266076113899,164.08944270599528,0.10766091666403325,0.3317128612480458
C,92.54601613918875,165.3531009441211,163.5773356066325,0.1065697545739987,0.3437936938115633
C,92.68277367129917,165.02584882108724,163.24832660119696,0.10519914924097055,0.353486649452219
C,92.74345776696907,164.8576627454157,163.24105258639977,0.10390458444263746,0.3554803902020572
C,92.77194162773898,164.6636267312541,163.32995227036767,0.10317668186402665,0.357978800606229
C,92.7971094030112,164.64951629371765,163.5567916730433,0.10286995903886267,0.3551678258889089
C,92.81779617197202,164.70446422720408,163.70652770416945,0.10268704956365142,0.35160423996519585
C,92.81506706008516,164.8412549858474,164.10965070290106,0.10267388284024795,0.34257893476263873
C,92.80943752071062,164.8707394941867,164.05740096452863,0.1028997808691234,0.343253596936853
C,92.79754721665027,164.95064720543937,163.95810951791753,0.10357929008243555,0.3445554866287903
C,92.79350472638279,165.2016996562846,164.05090948214024,0.10485652576178782,0.34070390370334847
C,92.90343055553045,165.4153687781706,163.73699601316738,0.1056704675078406,0.34117323097075775
C,93.01421201469873,165.4165812871229,162.72419738028208,0.10658584695114032,0.3580067982549563
C,92.98954938745074,165.48714157005332,162.7216666614762,0.1084408574007226,0.3601960974878078
C,92.95763285407749,165.68536914605176,162.86300063536575,0.11050788195633075,0.35798887188068573
C,92.9547029436159,165.79322183258182,162.91038061779815,0.1114842450646008,0.35698530026878833
C,93.01072672301714,166.00301742564938,163.3251733529186,0.11261313001070099,0.3468960693939175
C,93.05049554162798,166.11397318119387,163.2982888636746,0.11342729126502928,0.34459306102961296
C,93.07854328317015,166.1257807607522,163.24025656966325,0.1139352693421972,0.34465551852982756
C,93.1278033383419,165.96587682367542,162.90225562639608,0.11403115529643548,0.35065791917127626
C,93.1628269973652,165.8458297146493,162.82424280868398,0.11413684563641563,0.35251208912125315
C,93.18757078840733,165.70689279314945,162.78098232020858,0.11424252740873825,0.35347440409534503
C,93.19598926746727,165.65373223941774,162.77766671343244,0.11427764164420993,0.35347641007687264
C,93.19939149338992,165.56448998835464,162.71964140726024,0.11437294824839554,0.3551366895572375
C,93.20376643255385,165.50140544192647,162.71431890563548,0.1144714996221674,0.35485423944208144
C,93.21144226157357,165.43098832907395,162.7497054190064,0.11459824801233696,0.3537998867662803
C,93.21248478446671,165.46489524072913,163.00597690146193,0.11513520702951964,0.3474391013881029
C,93.18834686061928,165.53449779686287,163.21069124009603,0.11555916392277907,0.3419366615992418
C,93.13393351923264,165.62049455935178,163.66514930251486,0.11598472847334476,0.3326625607397002
C,93.09942969227602,165.63793696520153,163.68829609514685,0.11623359372376885,0.33188447486227235
C,93.001083617238,165.79019573158112,164.06568221406232,0.11664031725981755,0.32264124960943363
C,92.96560539661128,165.9438809171671,164.20514796155356,0.11679262344402269,0.3153796442512878
C,92.91682827239036,165.94365651635522,164.0596582414107,0.11697084586953264,0.3171461963007659
C,92.87920204315554,165.86480423631147,163.54476553778537,0.11713172952018179,0.32704662630105064
C,92.86623810690556,165.85324388066107,163.4496238905384,0.11738137432260949,0.32922301087791433
C,92.82900029315172,165.87976172136277,163.46610198458137,0.1176197023217166,0.3289469132383649
C,92.77436116914514,165.92131261693476,163.53875193371763,0.11796393410146991,0.32773367156865846
C,92.75473954074427,165.9465436447108,163.5519276188852,0.11814550427085288,0.32749343455139057
C,92.81069484203208,166.14842200807323,163.15681046844475,0.11970832139996532,0.33270814905113544
C,92.77208240066756,166.3944098854687,163.26187172227458,0.12054709332918359,0.32875211439452257
C,92.72204809077017,166.63617026443052,163.34956042909135,0.12089514677405891,0.3242373195043826
C,92.66648650301816,166.84684050117738,163.4289482467646,0.12117728495072566,0.3192718504954877
C,92.59632126231692,166.87903873227023,163.36320311025548,0.12155893559105022,0.32165130933583685
C,92.54046208397834,166.80475922362834,163.01456872164763,0.12186261220677316,0.33247922347967657
C,92.48079104340579,166.7561745696427,163.08489417160564,0.12227695622462294,0.3354290920365889
C,92.46203923929747,166.73432154500765,163.15543370032827,0.12243187129943457,0.33592009371044823
C,92.45996058097006,166.6487211963127,163.17868969391833,0.12266391543021306,0.3406526461895184
C,92.4662403027446,166.5254124582358,163.10266591579187,0.12272056767742023,0.34855285837684413
C,92.48587925551215,166.08057862901708,163.00849814942546,0.122361657404219,0.3630329243279108
C,92.48300452849402,165.9941681575268,163.32456282875086,0.12162827916992885,0.36029456558089124
C,92.47266261431034,165.93102150839943,163.37873546447412,0.12127976225367863,0.36073748424677543
C,92.50523853677804,165.87568097072824,163.40552993409645,0.12051787089892474,0.3608290063304248
C,92.4870952616841,165.85624397576126,163.46288475548062,0.11980324489393374,0.3608604487994502
C,92.4760775837359,165.89087665893345,163.82016040630322,0.11863757148745362,0.35528094063771926
C,92.49745422935409,165.93009243900184,163.9101265407098,0.11790328495919554,0.35422366276126577
C,92.50083093535576,165.95345969016108,164.1076923675605,0.1175227455616654,0.3511017410118957
C,92.493758614661,166.09314080824112,164.56752125260024,0.11745399518324723,0.34119471581037336
C,92.49890583812922,166.0696168473599,164.4237731505484,0.11737241297530189,0.34386890647110857
C,92.50257835788474,166.12179816544085,164.58714716457814,0.11725061700352932,0.34050880993349586
C,92.50455082202147,166.16460086585784,164.6500617305523,0.11712988012356113,0.33902088617196857
